# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 16 09:22:14 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_mass,st_age,ra,dec,sy_dist
Kepler-129 d,Kepler-129,1,1,3,Radial Velocity,2021,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,2646.00000000,4.000000,,,2637.97578,,0.150000,,0,5770.00,1.18,6.430,285.3111845,47.8484775,408.8450000
Kepler-1290 b,Kepler-1290,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.69500134,,1.420,0.127,,,,,0,5660.00,0.95,4.070,290.6852287,43.8596155,1593.7000000
Kepler-1291 b,Kepler-1291,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.63043276,,1.660,0.148,,,,,0,5216.00,0.84,4.900,289.3770051,40.0010791,897.3520000
Kepler-1292 b,Kepler-1292,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.27646405,,1.820,0.162,,,,,0,5556.00,0.95,4.680,284.9057222,43.9491434,1493.4300000
Kepler-1293 b,Kepler-1293,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.57654784,,0.970,0.087,,,,,0,6241.00,1.18,2.820,290.0258783,48.3359227,1028.1600000
Kepler-1294 b,Kepler-1294,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,115.68622580,,3.190,0.285,,,,,0,5776.00,0.99,3.980,291.2681037,44.4881624,1855.7000000
Kepler-1295 b,Kepler-1295,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.81371974,,1.550,0.138,,,,,0,5486.00,0.92,4.680,291.3978451,45.5885530,1174.4600000
Kepler-1296 b,Kepler-1296,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.38398650,,0.910,0.081,,,,,0,5359.00,0.87,4.170,292.1251038,41.4077928,1551.5400000
Kepler-1297 b,Kepler-1297,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.68189002,,0.970,0.087,,,,,0,5818.00,0.99,4.170,289.9564415,47.0203466,1439.4700000
Kepler-1298 b,Kepler-1298,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.12811928,,1.310,0.117,,,,,0,6339.00,1.45,2.570,284.4227535,49.1061907,544.1630000
Kepler-1299 b,Kepler-1299,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.94008740,,2.980,0.266,,,,,0,5609.00,0.94,4.370,286.1501263,37.4113438,1404.9400000
Kepler-130 b,Kepler-130,1,2,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.45745800,0.079000,1.020,0.091,,,,,1,5884.00,,,288.4505905,40.2452006,316.6630000
Kepler-130 c,Kepler-130,1,2,3,Transit,2014,<a refstr=WANG_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783....4W/abstract target=ref> Wang et al. 2014 </a>,27.50868000,0.178000,2.900,0.259,,,0.000000,683,1,5879.00,1.00,,288.4505905,40.2452006,316.6630000
Kepler-130 d,Kepler-130,1,2,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,87.51790500,0.377000,1.640,0.146,,,,,0,5884.00,,,288.4505905,40.2452006,316.6630000
Kepler-1300 b,Kepler-1300,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,22.24190920,,1.370,0.122,,,,,0,6130.00,1.29,3.550,289.0330532,40.0869182,777.0250000
Kepler-1301 b,Kepler-1301,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.08237046,,1.400,0.125,,,,,0,5188.00,0.85,4.900,286.6041816,42.4403309,854.2800000
Kepler-1302 b,Kepler-1302,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.83922659,,1.430,0.128,,,,,0,5236.00,0.86,4.680,290.9892462,50.3080640,634.5800000
Kepler-1303 b,Kepler-1303,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.56127224,,1.420,0.127,,,,,0,5771.00,1.01,4.470,284.2871470,42.3555784,897.7830000
Kepler-1304 b,Kepler-1304,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.12888530,,2.290,0.204,,,,,0,5259.00,0.85,4.680,285.2763652,39.4468274,2176.0800000
Kepler-1305 b,Kepler-1305,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.56309720,,1.880,0.168,,,,,0,5701.00,0.97,4.370,297.3394624,46.3472165,1575.2300000
Kepler-1306 b,Kepler-1306,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.29595382,,1.910,0.170,,,,,0,5727.00,0.98,4.570,294.4783627,46.9458638,1107.5000000
Kepler-1307 b,Kepler-1307,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.01621096,,2.470,0.220,,,,,0,5884.00,1.06,4.070,292.8698348,46.7418679,1014.6200000
Kepler-1308 b,Kepler-1308,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.10433812,,0.520,0.046,,,,,0,3468.00,0.35,3.720,285.9287514,38.5207097,112.7050000
Kepler-1309 b,Kepler-1309,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.84326470,,2.370,0.211,,,,,0,5235.00,0.85,4.270,298.7351131,40.7641262,
Kepler-131 b,Kepler-131,1,1,2,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,16.09200000,,2.410,0.215,16.13000,6.00000,,,0,5685.00,1.02,3.660,288.5308924,40.9423730,228.6780000
Kepler-131 c,Kepler-131,1,1,2,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,25.51690000,,0.840,0.075,8.25000,77.70000,,,0,5685.00,1.02,3.660,288.5308924,40.9423730,228.6780000
Kepler-1310 b,Kepler-1310,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.67933627,,1.440,0.128,,,,,0,5549.00,0.91,4.170,283.9200236,40.7400419,569.1850000
Kepler-1311 b,Kepler-1311,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.17269940,,1.240,0.111,,,,,0,5748.00,1.05,7.590,289.6512597,43.8244445,866.3310000
Kepler-1311 c,Kepler-1311,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.53573424,,1.220,0.109,,,,,0,5748.00,1.05,7.590,289.6512597,43.8244445,866.3310000
Kepler-1311 d,Kepler-1311,1,1,3,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,197.51100160,,9.658,0.862,,,,,0,5616.00,1.03,,289.6512597,43.8244445,866.3310000
Kepler-1312 b,Kepler-1312,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.44832529,,2.100,0.187,,,,,0,5719.00,0.99,2.000,292.9712801,41.0357494,299.1040000
Kepler-1312 c,Kepler-1312,1,1,2,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.11611998,,1.027,0.092,,,,,0,5721.00,0.98,,292.9712801,41.0357494,299.1040000
Kepler-1313 b,Kepler-1313,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.83309118,,1.760,0.157,,,,,0,5453.00,0.92,2.690,292.3885820,42.2332767,174.2340000
Kepler-1314 b,Kepler-1314,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.42474928,,5.110,0.456,,,,,0,4188.00,0.60,6.030,294.2373599,45.1968274,
Kepler-1315 b,Kepler-1315,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.84338011,,1.380,0.123,,,,,0,4861.00,0.80,3.470,295.8215678,46.0530562,480.8690000
Kepler-1315 c,Kepler-1315,1,1,2,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.56606007,,1.844,0.165,,,,,0,4818.00,0.81,,295.8215678,46.0530562,480.8690000
Kepler-1316 b,Kepler-1316,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,87.97321360,,3.540,0.316,,,,,0,5884.00,1.04,5.130,298.8358277,40.2930714,800.8710000
Kepler-1317 b,Kepler-1317,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.56887443,,1.560,0.139,,,,,0,5144.00,0.83,4.790,291.6118842,42.1159787,728.3030000
Kepler-1318 b,Kepler-1318,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,213.25766300,,3.110,0.277,,,,,0,4598.00,0.73,4.570,290.3763246,41.1507928,475.2480000
Kepler-1319 b,Kepler-1319,1,2,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.88676265,,1.340,0.120,,,,,0,3655.00,0.56,5.370,290.9564463,49.3667933,103.9170000
Kepler-132 b,Kepler-132,1,2,4,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.17819600,0.067000,1.210,0.108,,,,,0,6003.00,,,283.2358100,41.3430370,349.5490000
Kepler-132 c,Kepler-132,1,2,4,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.41491400,0.068000,1.280,0.114,,,,,0,6003.00,,,283.2358100,41.3430370,349.5490000
Kepler-132 d,Kepler-132,1,2,4,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,18.01019900,0.136000,1.550,0.138,,,,,0,6003.00,,,283.2358100,41.3430370,349.5490000
Kepler-132 e,Kepler-132,1,2,4,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,110.28693740,,1.180,0.105,,,,,0,6023.00,1.03,4.370,283.2358100,41.3430370,349.5490000
Kepler-1320 b,Kepler-1320,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.86838653,,1.700,0.152,,,,,0,4817.00,0.80,3.160,288.4335977,40.3808519,647.4240000
Kepler-1321 b,Kepler-1321,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.12830484,,4.920,0.439,,,,,0,4094.00,0.54,4.170,294.5285970,46.6408737,769.1460000
Kepler-1321 c,Kepler-1321,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.22649109,,2.400,0.214,,,,,0,4094.00,0.54,4.170,294.5285970,46.6408737,769.1460000
Kepler-1321 d,Kepler-1321,1,1,3,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.72092009,,2.628,0.234,,,,,0,3640.00,0.51,,294.5285970,46.6408737,769.1460000
Kepler-1322 b,Kepler-1322,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.96286738,,1.610,0.144,,,,,0,5488.00,0.90,4.470,293.2045009,45.4353919,1350.3200000
Kepler-1322 c,Kepler-1322,1,1,2,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.45998001,,2.155,0.192,,,,,0,5704.00,0.90,,293.2045009,45.4353919,1350.3200000
Kepler-1323 b,Kepler-1323,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.92990668,,1.520,0.136,,,,,0,6169.00,1.18,3.550,292.8722515,46.0987290,465.4170000
Kepler-1324 b,Kepler-1324,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.11584468,,1.510,0.135,,,,,0,4776.00,0.78,2.880,291.1849503,40.3112023,481.6670000
Kepler-1325 b,Kepler-1325,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,33.87868380,,2.860,0.255,,,,,0,5550.00,0.93,4.790,285.0171505,42.0853120,973.3680000
Kepler-1326 b,Kepler-1326,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,42.35142670,,4.180,0.373,,,,,0,6725.00,1.45,1.700,296.2221990,39.2689420,698.3260000
Kepler-1327 b,Kepler-1327,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.88801098,,1.800,0.161,,,,,0,5885.00,1.02,4.070,289.0648073,50.4609183,678.0690000
Kepler-1328 b,Kepler-1328,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.52158888,,0.980,0.087,,,,,0,5780.00,1.00,4.570,284.6753857,44.4177225,813.5430000
Kepler-1329 b,Kepler-1329,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.33646594,,2.170,0.194,,,,,0,4500.00,0.72,5.620,281.6476437,48.2709523,588.0370000
Kepler-133 b,Kepler-133,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.12997600,0.083000,1.760,0.157,,,,,0,5736.00,,,297.2778906,48.3203542,653.6000000
Kepler-133 c,Kepler-133,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,31.51758600,0.204000,2.840,0.253,,,,,0,5736.00,,,297.2778906,48.3203542,653.6000000
Kepler-1330 b,Kepler-1330,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.10769068,,1.650,0.147,,,,,0,5608.00,0.97,4.900,290.5767116,39.9568913,1720.4800000
Kepler-1331 b,Kepler-1331,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.78916165,,1.050,0.094,,,,,0,4508.00,0.72,4.170,297.0737928,41.2244613,319.1970000
Kepler-1332 b,Kepler-1332,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.87456832,,1.370,0.122,,,,,0,5581.00,0.95,3.240,291.0286411,43.9137055,528.6850000
Kepler-1333 b,Kepler-1333,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,109.64718420,,2.810,0.251,,,,,0,5628.00,0.94,4.570,293.5275797,41.1113940,932.4460000
Kepler-1334 b,Kepler-1334,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.64591713,,2.290,0.204,,,,,0,5614.00,0.94,4.270,289.3115320,51.3209059,1223.0400000
Kepler-1335 b,Kepler-1335,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.26406846,,1.450,0.129,,,,,0,4903.00,0.77,4.900,284.8384394,42.0703371,621.8530000
Kepler-1336 b,Kepler-1336,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.19868100,,1.980,0.177,,,,,0,5512.00,0.94,12.300,296.2776587,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.77721211,,1.710,0.153,,,,,0,5512.00,0.94,12.300,296.2776587,46.8998006,1126.6400000
Kepler-1337 b,Kepler-1337,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.40025490,,2.410,0.215,,,,,0,4523.00,0.70,4.270,287.0091176,46.7961229,601.6290000
Kepler-1338 b,Kepler-1338,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.93511806,,0.920,0.082,,,,,0,5909.00,1.04,3.800,284.0422701,41.6990348,753.2600000
Kepler-1339 b,Kepler-1339,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.34155513,,0.710,0.063,,,,,0,5586.00,0.94,5.620,283.7457695,48.3734690,371.0490000
Kepler-134 b,Kepler-134,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.31742900,0.060000,2.000,0.178,,,,,0,5983.00,,,284.7391156,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.10578500,0.092000,1.260,0.112,,,,,0,5983.00,,,284.7391156,49.5984448,334.7970000
Kepler-1340 b,Kepler-1340,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.66502692,,1.550,0.138,,,,,0,6331.00,1.27,2.400,296.2328099,42.4727965,981.7790000
Kepler-1341 b,Kepler-1341,1,2,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,132.99683220,,2.990,0.267,,,,,0,4662.00,0.79,1.820,280.5116813,44.1593503,476.9570000
Kepler-1342 b,Kepler-1342,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.21571036,,1.660,0.148,,,,,0,5527.00,0.93,4.370,297.0200549,43.4325382,890.7240000
Kepler-1343 b,Kepler-1343,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.35183158,,1.930,0.172,,,,,0,5759.00,0.95,3.980,294.2944830,50.7253850,1756.7100000
Kepler-1344 b,Kepler-1344,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.76830490,,1.840,0.164,,,,,0,5981.00,1.09,3.630,287.0862799,46.9457998,853.9590000
Kepler-1345 b,Kepler-1345,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,44.61695570,,2.360,0.211,,,,,0,6449.00,1.32,2.240,292.4779428,46.0228210,1355.0200000
Kepler-1346 b,Kepler-1346,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.40165668,,1.580,0.141,,,,,0,6133.00,1.14,3.090,291.8413410,45.1791850,843.7010000
Kepler-1347 b,Kepler-1347,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.00947528,,1.030,0.092,,,,,0,5193.00,0.82,5.620,299.6595903,40.8438526,
Kepler-1348 b,Kepler-1348,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,27.57227420,,1.940,0.173,,,,,0,5911.00,1.04,3.720,292.0874126,49.7887090,1213.8200000
Kepler-1349 b,Kepler-1349,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.12823928,,0.700,0.062,,,,,0,6086.00,1.16,2.880,286.3385562,48.7442697,276.3230000
Kepler-135 b,Kepler-135,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.00253000,0.067000,1.810,0.161,,,,,0,6090.00,,,290.4950939,38.7954956,621.8550000
